2526	12	4	6.62
492	104	6	6.48
138	1026	4	19.24
950	666	13	171.47
107	4634	5	34.24
115	3976	3	16.53
2125	12	6	12.36
143	407	11	54.16
118	389	4	6.02
1658	111	3	10.28
320	912	4	33.8
347	215	3	12.79
1588	12	9	20.47
471	144	3	8.31
143	5242	3	24.16
206	526	6	39.06
114	745	3	6.08
3620	110	3	15.38
111	742	29	190.93
8717	114	5	49.74
102	4807	8	52.38
102	566	23	67.09
128	12	137	30.37
59	876	3	10.2
160	146	12	23.71
252	400	3	15.73
582	111	5	11.43
176	764	4	23.59
212	180	6	20.05
626	195	5	32.01
59	8196	3	26.68
3695	14	4	8.19
129	387	7	22.85
1468	8	4	20.03
1054	12	6	4.9
148	250	6	15.49
456	16	12	49.45
472	321	5	36.8
112	397	7	14.75
402	144	7	28.16
1100	8	3	11.42
115	392	16	60.37
169	314	6	25.62
1252	106	4	13.11
614	121	6	19.94
1857	240	3	25.53
2090	113	3	12.24
112	3020	4	21.49
108	1230	11	59.38
4113	2604	10	205.04
438	108	4	4.8
111	1654	5	22.31
106	4691	3	16.64
5074	14	5	17.11
140	500	4	13.03
739	108	3	5.21
1755	106	5	22
137	120	15	4.96
197	535	5	30.17
485	59	3	6.45
101	7161	4	21.42
823	146	4	18.8
2766	104	3	9.57
102	1448	7	18.11
5773	14	8	46.44
2194	167	3	21.98
101	730	10	17.98
190	772	5	34.12
121	1651	3	12.15
961	12	13	25.71
3618	122	4	26.27
272	111	6	5.55
2497	101	5	15.05
101	6196	3	12.37
102	6858	3	13.81
355	146	3	6.68
131	1225	6	34.79
631	16	10	44.82
151	426	18	116.99
238	228	6	27.67
129	2772	3	17.92
101	767	13	31.11
10625	14	3	13.03
270	156	11	49.05
364	2063	3	29.96
461	162	7	37.55
105	2348	5	23.51
479	259	6	42.86
215	162	3	4.81
57	3653	3	19.74
101	3555	3	8.21
101	1193	4	4.75
124	1814	9	65.01
272	127	4	5.31
4657	125	3	21.07
107	3927	3	15.46
146	360	5	15.92
120	1574	6	32.52
2440	125	4	24.42
3045	12	3	4.69
164	3188	3	23.98
198	1758	3	23.03
4342	12	4	11.02
117	2901	3	15.62
1512	14	8	12.7
200	104	24	25.54
120	2865	3	15.66
1214	14	18	50.85
111	1621	5	22.31
139	177	7	9.1
5152	103	3	12.41
128	137	47	121.23
3885	12	3	5.93
478	116	5	11.18
104	4502	6	36.61
383	378	11	99.01
183	6426	3	31.55
866	14	9	7.49
59	165	25	65.09
127	812	5	21.35
101	4135	6	28.54
211	732	4	26.46
214	116	7	5.78
148	225	7	17.52
1018	122	5	20.94
102	6178	3	12.62
154	396	6	25.71
1679	952	24	427.06
155	644	3	12.51
131	999	5	24.77
102	1172	11	33.89
101	310	97	409.73
104	3806	6	33.49
1330	101	7	16.41
416	153	6	25.42
213	6098	5	62.99
107	347	18	58.94
118	342	6	11.06
1221	122	6	29.88
143	1333	3	14.94
1856	109	3	10.7
142	1630	3	15.91
143	2026	3	17.61
1903	102	3	4.58
118	228	12	22.59
107	225	9	7.81
645	516	3	25.16
2032	114	7	40.91
111	3160	3	14.55
197	424	13	97.1
1314	101	5	8.62
1829	104	3	6.89
324	378	4	25.57
133	159	17	34.86
132	544	3	7.95
1786	560	3	32.57
168	116	11	7.67
2864	12	3	4.05
9551	3127	3	58.65
12	1464	7	11.31
447	231	6	39.62
1641	355	3	28.4
14590	12	3	18.6
2912	12	3	4.35
847	185	4	25.63
575	1467	4	44.22
515	9	4	10.97
865	101	15	44.08
1842	188	5	43.21
102	2882	4	11.93
103	776	5	6.25
12	2426	4	6.26
103	1174	10	33.92
129	226	8	15.4
1380	14	6	5.77
1135	218	4	30.97
102	4040	3	9.5
101	4566	3	9.88
101	6287	4	19.56
389	107	7	13.01
115	1083	3	8.31
413	162	3	10.31
165	290	4	12.28
981	1401	3	34.88
3024	103	3	8.7
328	116	6	10.16
116	373	6	11.99
10568	14	3	13.03
6394	14	3	8.3
1191	107	5	18.2
3534	12	3	5.48
136	917	12	82.28
163	198	14	57.67
807	122	7	30.53
113	1614	3	10.65
421	1933	4	43.85
12	6469	3	9.41
102	3739	7	35.24
14408	14	3	17.41
8	13	20	28.28
365	4856	3	36.65
1198	14	7	6.99
103	1475	3	4.7
102	1352	5	9.23
484	110	5	9.26
186	256	3	8.54
102	608	13	25.71
217	134	8	16.89
12	7610	4	17.34
101	5501	3	11.4
2046	14	9	22.18
309	117	7	12.61
354	123	4	7.17
184	289	12	70.19
281	114	9	15.5
12	597	11	8.81
102	1319	13	48.51
57	8	31	42.89
1747	12	4	4.04
8747	14	4	18.33
488	130	3	7.13
2793	14	5	9.78
850	141	3	11.66
108	13269	3	28.89
2215	162	4	30.93
628	1049	9	110.97
121	2041	4	20.41
101	861	41	225.27
102	3756	7	35.24
4088	3075	3	50.26
12	1220	5	3.91
102	434	31	88.98
160	224	8	26.92
124	1975	5	30.71
2496	14	4	5.35
8	1514	13	100.56
105	2509	5	24.08
101	3995	3	8.71
12488	113	3	29.77
111	6345	3	19.88
705	163	6	36.23
1241	2	3	8.86
192	438	3	13.45
135	400	3	6.46
133	3128	4	28.48
1015	59	5	23.7
113	2401	3	13.1
653	203	3	16.78
8451	114	4	34.8
113	6873	3	21.5
201	901	3	18.79
6396	168	3	29.93
1513	535	4	43.99
2140	9	5	31.83
2	1294	3	9.15
107	835	4	9.82
1179	128	3	12.28
597	16	11	50.42
143	6432	3	26.05
103	752	7	12.27
383	219	4	20.62
2469	262	4	40.68
3965	21	3	24.5
2565	140	3	18.66
121	194	7	5.48
579	108	16	70
101	6048	3	12.37
3544	13	3	22.47
9103	14	3	10.91
102	197	21	6
284	155	3	6.51
188	362	5	24.32
101	654	57	318.06
1670	12	9	21.08
427	205	3	13.81
103	3571	5	22.37
130	1036	4	18.02
101	407	13	14.46
398	163	5	21.65
7019	12	3	10.56
2096	103	3	6.6
2450	9	4	24.78
293	163	11	54.68
324	1232	3	25.73
4887	101	7	41.24
101	8564	3	15.09
119	651	6	20.05
140	689	7	35.7
683	1194	3	31.36
143	1675	4	24.32
13216	1932	3	59.82
570	12	9	4.19
122	12722	3	31.67
135	106	29	15.24
115	7206	4	32.25
129	339	4	7.62
12	233	257	1236.72
102	8243	5	36.63
7367	134	3	26.26
238	156	3	5.05
207	281	9	50.35
102	1808	5	11.9
103	1948	3	6.15
13938	101	3	21.71
